threshold,entry_spread_max,mean_net_market,hit_rate_market,trades_wk,mean_net_optimistic,hit_rate_optimistic,mean_net_60s,hit_rate_60s,fill_rate_60s,forced_rate_60s,mean_delay_60ss,mean_net_120s,hit_rate_120s,fill_rate_120s,forced_rate_120s,mean_delay_120ss,mean_net_300s,hit_rate_300s,fill_rate_300s,forced_rate_300s,mean_delay_300ss
3.5,0.6,-0.5506765207503154,0.4341102899374645,82.52680965147454,-0.038243320068124725,0.4831154064809551,-0.9273735076747264,0.4154633314383172,0.6260375213189312,0.3739624786810688,21.999636759898294,-0.9672825469015582,0.41625923820352473,0.7330301307561115,0.26696986924388855,31.83651310687141,-1.0025639567935416,0.42433200682205796,0.8272882319499716,0.1727117680500284,50.52501374381528
3.5,0.8,-0.5721811154057382,0.43964660408614026,84.96648793565684,-0.04957482054102799,0.48591938155715075,-0.9503257868579945,0.41435670900055216,0.6230811706239646,0.3769188293760353,22.123360510457285,-0.9815958034234231,0.41634456101601325,0.7310877967973495,0.26891220320265047,32.01057401812689,-1.005819988956273,0.4266151297625621,0.8268360022087244,0.17316399779127553,50.758648323761186
3.5,1.0,-0.48629899033763113,0.44555422863967,86.43029490616622,0.05585712734775184,0.4970144392574096,-0.8721257192487273,0.4246010205189447,0.6158940397350994,0.3841059602649007,22.4942711087608,-0.9336228422538221,0.4265552057322766,0.722180002171317,0.2778199978286831,32.316596512327116,-0.9526327217457308,0.43686896102486156,0.8203235262186516,0.17967647378134838,51.831656961355215
4.0,0.6,-0.5744994208173755,0.4372000661922886,56.70375335120644,-0.07550057918242938,0.4853549561476088,-0.9975177891774767,0.4194936289922224,0.622207512824756,0.3777924871752441,21.91755319148936,-1.0378454410060354,0.42181035909316567,0.7296045010756247,0.2703954989243753,31.81673848945339,-1.1263362568259914,0.4287605493959954,0.8229356279993381,0.1770643720006619,50.02211944500302
4.0,0.8,-0.5685378800063238,0.43783175164870514,58.33646112600536,-0.05820331349513798,0.4860865369149107,-1.0038282129643477,0.416438796847354,0.6150876628599002,0.3849123371400997,22.068514644351463,-1.0637767411933914,0.41917323467910567,0.7271996139617178,0.2728003860382821,32.41097102410971,-1.110696477400559,0.42930673958500887,0.8221006916519221,0.17789930834807785,51.21111328507141
4.0,1.0,-0.47480277690122563,0.44509308930261915,59.47184986595175,0.06916219627644622,0.49857999368886086,-0.9207952035342403,0.426948564215841,0.6017671189649731,0.3982328810350268,22.490823282642896,-0.9930893026191169,0.4291574629220574,0.713316503628905,0.28668349637109497,32.93519132935191,-1.0465604291574522,0.4386241716629852,0.8111391606184917,0.18886083938150836,52.48978797899241
4.5,0.6,-0.49647936581943974,0.4450920960596876,40.24530831099196,0.0057122872465372185,0.4889251573793425,-0.9544765679644809,0.42177663791093495,0.6250874329680578,0.3749125670319422,21.928384930995897,-0.9889717882955618,0.4248076474702728,0.7290743763114945,0.2709256236885055,31.560601215222256,-1.1026696199579449,0.43343436698531124,0.8230356726509676,0.17696432734903242,50.181303116147305
4.5,0.8,-0.423251589464014,0.4482288828337875,41.32439678284182,0.08383287920084574,0.4895549500454133,-0.8797229791097881,0.42188919164396005,0.6183015440508629,0.38169845594913715,22.111641571795815,-0.9502611262487519,0.4259763851044505,0.7254768392370572,0.27452316076294275,31.971830985915496,-0.9971389645775385,0.4355131698455949,0.8224341507720254,0.17756584922797458,51.499171728326885
4.5,1.0,-0.32294535761883736,0.45313194135939583,42.24396782841823,0.21723678365173027,0.5053309640159929,-0.8254775655264349,0.4329187027987561,0.5975122167925366,0.40248778320746337,22.431226765799256,-0.8696357174589068,0.43691692581075076,0.7081297201243891,0.2918702798756108,32.80112923462986,-0.957130164371382,0.4440248778320746,0.8060861839182586,0.19391381608174144,52.433177183797184
