threshold,persistence_bars,persistence_s,delay_bars,delay_s,horizon_bars,horizon_s,cost,n_trades,trades_wk,mean_gross,mean_net,sharpe,win_rate
4.0,0,0,1,10,12,120,0.7,2635,70.9423076923077,0.15669829222008202,-0.5433017077799178,-0.0733724350997981,0.396584440227704
4.0,0,0,1,10,30,300,0.3,2320,62.46153846153846,0.20096982758620943,-0.09903017241379065,-0.011424922583711578,0.46077586206896554
4.0,0,0,1,10,30,300,0.5,2320,62.46153846153846,0.20096982758620943,-0.2990301724137906,-0.03449854207812856,0.44310344827586207
4.0,0,0,1,10,30,300,0.7,2320,62.46153846153846,0.20096982758620943,-0.49903017241379055,-0.05757216157254554,0.4232758620689655
4.0,1,10,0,0,1,10,0.3,529,14.24230769230769,1.50671077504727,1.20671077504727,0.13572081864911717,0.391304347826087
4.0,1,10,0,0,1,10,0.5,529,14.24230769230769,1.50671077504727,1.00671077504727,0.11322647759315027,0.34215500945179583
4.0,1,10,0,0,1,10,0.7,529,14.24230769230769,1.50671077504727,0.8067107750472697,0.09073213653718336,0.32325141776937616
4.0,1,10,0,0,2,20,0.3,529,14.24230769230769,1.672589792060527,1.3725897920605274,0.12267262470810217,0.44801512287334594
4.0,1,10,0,0,2,20,0.5,529,14.24230769230769,1.672589792060527,1.172589792060527,0.10479800179925093,0.4120982986767486
4.0,1,10,0,0,2,20,0.7,529,14.24230769230769,1.672589792060527,0.9725897920605272,0.08692337889039971,0.3780718336483932
4.0,1,10,0,0,3,30,0.3,507,13.649999999999999,2.6398422090730214,2.339842209073021,0.20839239507710255,0.5029585798816568
4.0,1,10,0,0,3,30,0.5,507,13.649999999999999,2.6398422090730214,2.1398422090730214,0.19057987812454605,0.46745562130177515
4.0,1,10,0,0,3,30,0.7,507,13.649999999999999,2.6398422090730214,1.9398422090730212,0.17276736117198951,0.42998027613412226
4.0,1,10,0,0,6,60,0.3,444,11.953846153846152,3.2716216216216205,2.9716216216216207,0.21492484082451294,0.5563063063063063
4.0,1,10,0,0,6,60,0.5,444,11.953846153846152,3.2716216216216205,2.7716216216216205,0.20045968555301316,0.5382882882882883
4.0,1,10,0,0,6,60,0.7,444,11.953846153846152,3.2716216216216205,2.57162162162162,0.1859945302815134,0.4954954954954955
4.0,1,10,0,0,12,120,0.3,377,10.149999999999999,4.982360742705552,4.682360742705552,0.30084005776289063,0.6021220159151194
4.0,1,10,0,0,12,120,0.5,377,10.149999999999999,4.982360742705552,4.482360742705552,0.2879901269568733,0.583554376657825
4.0,1,10,0,0,12,120,0.7,377,10.149999999999999,4.982360742705552,4.282360742705552,0.275140196150856,0.5676392572944297
4.0,1,10,0,0,30,300,0.3,300,8.076923076923077,6.369833333333342,6.069833333333341,0.33645487331214446,0.6266666666666667
4.0,1,10,0,0,30,300,0.5,300,8.076923076923077,6.369833333333342,5.869833333333342,0.32536874112909253,0.61
4.0,1,10,0,0,30,300,0.7,300,8.076923076923077,6.369833333333342,5.66983333333334,0.3142826089460404,0.6
4.0,1,10,1,10,1,10,0.3,529,14.24230769230769,0.1658790170132572,-0.13412098298674274,-0.015098449901917058,0.27977315689981097
