threshold,persistence_bars,persistence_s,delay_bars,delay_s,horizon_bars,horizon_s,cost,n_trades,trades_wk,mean_gross,mean_net,sharpe,win_rate
4.0,1,10,1,10,1,10,0.5,529,14.24230769230769,0.1658790170132572,-0.3341209829867428,-0.037613122201044895,0.24763705103969755
4.0,1,10,1,10,1,10,0.7,529,14.24230769230769,0.1658790170132572,-0.5341209829867428,-0.06012779450017273,0.21928166351606806
4.0,1,10,1,10,2,20,0.3,529,14.24230769230769,1.2226843100189386,0.9226843100189386,0.10997511616780646,0.3931947069943289
4.0,1,10,1,10,2,20,0.5,529,14.24230769230769,1.2226843100189386,0.7226843100189385,0.08613703526112036,0.3572778827977316
4.0,1,10,1,10,2,20,0.7,529,14.24230769230769,1.2226843100189386,0.5226843100189386,0.06229895435443427,0.32136105860113423
4.0,1,10,1,10,3,30,0.3,507,13.649999999999999,1.173076923076957,0.8730769230769571,0.094272441393359,0.4457593688362919
4.0,1,10,1,10,3,30,0.5,507,13.649999999999999,1.173076923076957,0.6730769230769571,0.0726769922636036,0.40631163708086787
4.0,1,10,1,10,3,30,0.7,507,13.649999999999999,1.173076923076957,0.473076923076957,0.051081543133848176,0.3767258382642998
4.0,1,10,1,10,6,60,0.3,444,11.953846153846152,2.504279279279227,2.204279279279227,0.1764321047494963,0.5067567567567568
4.0,1,10,1,10,6,60,0.5,444,11.953846153846152,2.504279279279227,2.0042792792792268,0.1604239603725109,0.4797297297297297
4.0,1,10,1,10,6,60,0.7,444,11.953846153846152,2.504279279279227,1.8042792792792268,0.14441581599552544,0.44594594594594594
4.0,1,10,1,10,12,120,0.3,377,10.149999999999999,4.116180371352817,3.816180371352817,0.2677697111204891,0.5702917771883289
4.0,1,10,1,10,12,120,0.5,377,10.149999999999999,4.116180371352817,3.616180371352817,0.2537363224929193,0.5623342175066313
4.0,1,10,1,10,12,120,0.7,377,10.149999999999999,4.116180371352817,3.4161803713528167,0.23970293386534944,0.5384615384615384
4.0,1,10,1,10,30,300,0.3,300,8.076923076923077,5.17200000000008,4.87200000000008,0.2908832719604613,0.62
4.0,1,10,1,10,30,300,0.5,300,8.076923076923077,5.17200000000008,4.67200000000008,0.2789422509440222,0.6
4.0,1,10,1,10,30,300,0.7,300,8.076923076923077,5.17200000000008,4.47200000000008,0.26700122992758313,0.5966666666666667
4.5,0,0,0,0,1,10,0.3,2348,63.21538461538461,0.9488926746166937,0.6488926746166936,0.10038536932602914,0.5856047700170358
4.5,0,0,0,0,1,10,0.5,2348,63.21538461538461,0.9488926746166937,0.4488926746166937,0.06944485381309702,0.532793867120954
4.5,0,0,0,0,1,10,0.7,2348,63.21538461538461,0.9488926746166937,0.2488926746166936,0.03850433830016488,0.4855195911413969
4.5,0,0,0,0,2,20,0.3,2262,60.89999999999999,1.264544650751576,0.9645446507515764,0.14637609273168717,0.6078691423519009
4.5,0,0,0,0,2,20,0.5,2262,60.89999999999999,1.264544650751576,0.7645446507515761,0.11602475697597474,0.5583554376657824
4.5,0,0,0,0,2,20,0.7,2262,60.89999999999999,1.264544650751576,0.564544650751576,0.08567342122026234,0.5137046861184792
4.5,0,0,0,0,3,30,0.3,2174,58.530769230769224,1.2671803127875036,0.9671803127875038,0.12832745200820037,0.5984360625574977
4.5,0,0,0,0,3,30,0.5,2174,58.530769230769224,1.2671803127875036,0.7671803127875038,0.10179104502978521,0.5565777368905244
4.5,0,0,0,0,3,30,0.7,2174,58.530769230769224,1.2671803127875036,0.5671803127875038,0.07525463805137005,0.5142594296228151
4.5,0,0,0,0,6,60,0.3,2021,54.411538461538456,1.277115289460684,0.977115289460684,0.12825066258632484,0.5858485898070263
4.5,0,0,0,0,6,60,0.5,2021,54.411538461538456,1.277115289460684,0.7771152894606841,0.10199978636533921,0.5526966848095003
4.5,0,0,0,0,6,60,0.7,2021,54.411538461538456,1.277115289460684,0.5771152894606839,0.07574891014435356,0.5235032162295893
4.5,0,0,0,0,12,120,0.3,1847,49.72692307692307,1.0854087709799494,0.7854087709799491,0.10739006055210856,0.5652409312398484
4.5,0,0,0,0,12,120,0.5,1847,49.72692307692307,1.0854087709799494,0.5854087709799493,0.08004377552956707,0.539794260963725
4.5,0,0,0,0,12,120,0.7,1847,49.72692307692307,1.0854087709799494,0.3854087709799494,0.052697490507025595,0.5154304277206281
4.5,0,0,0,0,30,300,0.3,1623,43.69615384615384,1.1571472581638722,0.8571472581638719,0.09946200289992471,0.5532963647566236
4.5,0,0,0,0,30,300,0.5,1623,43.69615384615384,1.1571472581638722,0.6571472581638721,0.07625432138368536,0.5341959334565619
4.5,0,0,0,0,30,300,0.7,1623,43.69615384615384,1.1571472581638722,0.4571472581638724,0.05304663986744604,0.5138632162661737
4.5,0,0,1,10,1,10,0.3,2348,63.21538461538461,0.3196550255536953,0.019655025553695315,0.004040970392987386,0.35008517887563884
4.5,0,0,1,10,1,10,0.5,2348,63.21538461538461,0.3196550255536953,-0.18034497444630473,-0.037077982944904865,0.2900340715502555
4.5,0,0,1,10,1,10,0.7,2348,63.21538461538461,0.3196550255536953,-0.3803449744463048,-0.07819693628279713,0.24914821124361158
4.5,0,0,1,10,2,20,0.3,2262,60.89999999999999,0.3154067197170812,0.01540671971708119,0.0025277416446263514,0.40671971706454463
4.5,0,0,1,10,2,20,0.5,2262,60.89999999999999,0.3154067197170812,-0.18459328028291885,-0.030285753908536522,0.356763925729443
4.5,0,0,1,10,2,20,0.7,2262,60.89999999999999,0.3154067197170812,-0.3845932802829188,-0.06309924946169938,0.3125552608311229
4.5,0,0,1,10,3,30,0.3,2174,58.530769230769224,0.3201931922723048,0.020193192272304834,0.003100054824556732,0.4254829806807728
4.5,0,0,1,10,3,30,0.5,2174,58.530769230769224,0.3201931922723048,-0.17980680772769522,-0.02760390503233513,0.3840846366145354
4.5,0,0,1,10,3,30,0.7,2174,58.530769230769224,0.3201931922723048,-0.37980680772769515,-0.05830786488922697,0.3472861085556578
4.5,0,0,1,10,6,60,0.3,2021,54.411538461538456,0.43263236021769397,0.13263236021769387,0.017230005957782096,0.46808510638297873
4.5,0,0,1,10,6,60,0.5,2021,54.411538461538456,0.43263236021769397,-0.06736763978230613,-0.008751596012509194,0.42998515586343394
4.5,0,0,1,10,6,60,0.7,2021,54.411538461538456,0.43263236021769397,-0.2673676397823061,-0.03473319798280048,0.3928748144482929
4.5,0,0,1,10,12,120,0.3,1847,49.72692307692307,0.355793178126658,0.05579317812665802,0.006690950808654669,0.4510016242555495
4.5,0,0,1,10,12,120,0.5,1847,49.72692307692307,0.355793178126658,-0.14420682187334194,-0.01729388401636752,0.4250135354629128
4.5,0,0,1,10,12,120,0.7,1847,49.72692307692307,0.355793178126658,-0.34420682187334184,-0.04127871884138971,0.40335679480238223
4.5,0,0,1,10,30,300,0.3,1622,43.669230769230765,0.39568434032059957,0.09568434032059939,0.009799803896395315,0.47348951911220716
4.5,0,0,1,10,30,300,0.5,1622,43.669230769230765,0.39568434032059957,-0.10431565967940046,-0.010683806825192235,0.45376078914919854
4.5,0,0,1,10,30,300,0.7,1622,43.669230769230765,0.39568434032059957,-0.3043156596794004,-0.031167417546779794,0.43279901356350187
4.5,1,10,0,0,1,10,0.3,431,11.603846153846153,1.979582366589349,1.6795823665893495,0.17199605038204244,0.3874709976798144
4.5,1,10,0,0,1,10,0.5,431,11.603846153846153,1.979582366589349,1.479582366589349,0.1515152387465515,0.35266821345707655
4.5,1,10,0,0,1,10,0.7,431,11.603846153846153,1.979582366589349,1.279582366589349,0.13103442711106061,0.3294663573085847
4.5,1,10,0,0,2,20,0.3,431,11.603846153846153,2.120649651972177,1.8206496519721769,0.14682325471614568,0.4408352668213457
4.5,1,10,0,0,2,20,0.5,431,11.603846153846153,2.120649651972177,1.6206496519721767,0.1306945882747902,0.40835266821345706
4.5,1,10,0,0,2,20,0.7,431,11.603846153846153,2.120649651972177,1.4206496519721763,0.11456592183343473,0.3805104408352668
4.5,1,10,0,0,3,30,0.3,413,11.119230769230768,3.226876513317213,2.9268765133172128,0.23823474171505662,0.5157384987893463
4.5,1,10,0,0,3,30,0.5,413,11.119230769230768,3.226876513317213,2.726876513317213,0.2219556304760895,0.48668280871670705
4.5,1,10,0,0,3,30,0.7,413,11.119230769230768,3.226876513317213,2.5268765133172124,0.20567651923712227,0.44552058111380144
4.5,1,10,0,0,6,60,0.3,362,9.746153846153845,4.205662983425432,3.905662983425432,0.26016365846016676,0.5828729281767956
4.5,1,10,0,0,6,60,0.5,362,9.746153846153845,4.205662983425432,3.705662983425432,0.24684127710958784,0.5718232044198895
4.5,1,10,0,0,6,60,0.7,362,9.746153846153845,4.205662983425432,3.5056629834254314,0.2335188957590089,0.5359116022099447
4.5,1,10,0,0,12,120,0.3,309,8.319230769230769,6.166343042071195,5.866343042071195,0.35152659417426185,0.6245954692556634
4.5,1,10,0,0,12,120,0.5,309,8.319230769230769,6.166343042071195,5.666343042071195,0.3395420719036327,0.6116504854368932
4.5,1,10,0,0,12,120,0.7,309,8.319230769230769,6.166343042071195,5.466343042071195,0.3275575496330036,0.5954692556634305
4.5,1,10,0,0,30,300,0.3,254,6.838461538461538,7.409645669291355,7.109645669291354,0.37036487624579806,0.6417322834645669
4.5,1,10,0,0,30,300,0.5,254,6.838461538461538,7.409645669291355,6.909645669291354,0.35994621704747787,0.6338582677165354
4.5,1,10,0,0,30,300,0.7,254,6.838461538461538,7.409645669291355,6.709645669291355,0.34952755784915773,0.6299212598425197
4.5,1,10,1,10,1,10,0.3,431,11.603846153846153,0.14106728538282737,-0.15893271461717254,-0.016049723186195426,0.2737819025522042
4.5,1,10,1,10,1,10,0.5,431,11.603846153846153,0.14106728538282737,-0.35893271461717263,-0.036246601122692054,0.2459396751740139
4.5,1,10,1,10,1,10,0.7,431,11.603846153846153,0.14106728538282737,-0.5589327146171725,-0.05644347905918866,0.21577726218097448
4.5,1,10,1,10,2,20,0.3,431,11.603846153846153,1.3063805104408361,1.0063805104408365,0.11121410915426835,0.37819025522041766
4.5,1,10,1,10,2,20,0.5,431,11.603846153846153,1.3063805104408361,0.8063805104408365,0.08911230809582933,0.3480278422273782
4.5,1,10,1,10,2,20,0.7,431,11.603846153846153,1.3063805104408361,0.6063805104408366,0.06701050703739035,0.32018561484918795
4.5,1,10,1,10,3,30,0.3,413,11.119230769230768,1.4318401937046474,1.1318401937046474,0.11436781065493741,0.44794188861985473
4.5,1,10,1,10,3,30,0.5,413,11.119230769230768,1.4318401937046474,0.9318401937046473,0.09415863072104622,0.4067796610169492
4.5,1,10,1,10,3,30,0.7,413,11.119230769230768,1.4318401937046474,0.7318401937046473,0.07394945078715501,0.38256658595641646
4.5,1,10,1,10,6,60,0.3,362,9.746153846153845,3.2910220994474946,2.9910220994474948,0.22270381885857804,0.5552486187845304
4.5,1,10,1,10,6,60,0.5,362,9.746153846153845,3.2910220994474946,2.791022099447495,0.20781233284115838,0.5359116022099447
4.5,1,10,1,10,6,60,0.7,362,9.746153846153845,3.2910220994474946,2.591022099447495,0.1929208468237387,0.4972375690607735
4.5,1,10,1,10,12,120,0.3,309,8.319230769230769,4.954045307443441,4.6540453074434405,0.3060509664685154,0.6051779935275081
4.5,1,10,1,10,12,120,0.5,309,8.319230769230769,4.954045307443441,4.45404530744344,0.29289892577054305,0.5922330097087378
4.5,1,10,1,10,12,120,0.7,309,8.319230769230769,4.954045307443441,4.254045307443441,0.2797468850725709,0.56957928802589
4.5,1,10,1,10,30,300,0.3,254,6.838461538461538,6.02677165354346,5.7267716535434605,0.3215367086979422,0.6417322834645669
4.5,1,10,1,10,30,300,0.5,254,6.838461538461538,6.02677165354346,5.5267716535434595,0.3103074602434839,0.6299212598425197
4.5,1,10,1,10,30,300,0.7,254,6.838461538461538,6.02677165354346,5.326771653543459,0.2990782117890256,0.6259842519685039
